,year,state,month,number
5705,2005,Santa Catarina,Novembro,384
5706,2006,Santa Catarina,Novembro,45
5707,2007,Santa Catarina,Novembro,26
5708,2008,Santa Catarina,Novembro,16
5709,2009,Santa Catarina,Novembro,61
5710,2010,Santa Catarina,Novembro,88
5711,2011,Santa Catarina,Novembro,79
5712,2012,Santa Catarina,Novembro,72
5713,2013,Santa Catarina,Novembro,84
5714,2014,Santa Catarina,Novembro,43
5715,2015,Santa Catarina,Novembro,9
5716,2016,Santa Catarina,Novembro,156
5717,2017,Santa Catarina,Novembro,152
5718,1998,Santa Catarina,Dezembro,26
5719,1999,Santa Catarina,Dezembro,89
5720,2000,Santa Catarina,Dezembro,29
5721,2001,Santa Catarina,Dezembro,45
5722,2002,Santa Catarina,Dezembro,76
5723,2003,Santa Catarina,Dezembro,129
5724,2004,Santa Catarina,Dezembro,68
5725,2005,Santa Catarina,Dezembro,17
5726,2006,Santa Catarina,Dezembro,7
5727,2007,Santa Catarina,Dezembro,17
5728,2008,Santa Catarina,Dezembro,29
5729,2009,Santa Catarina,Dezembro,20
5730,2010,Santa Catarina,Dezembro,23
5731,2011,Santa Catarina,Dezembro,24
5732,2012,Santa Catarina,Dezembro,32
5733,2013,Santa Catarina,Dezembro,74
5734,2014,Santa Catarina,Dezembro,45
5735,2015,Santa Catarina,Dezembro,19
5736,2016,Santa Catarina,Dezembro,20
5737,1998,São Paulo,Janeiro,0
5738,1999,São Paulo,Janeiro,7
5739,2000,São Paulo,Janeiro,36
5740,2001,São Paulo,Janeiro,26
5741,2002,São Paulo,Janeiro,19
5742,2003,São Paulo,Janeiro,59
5743,2004,São Paulo,Janeiro,37
5744,2005,São Paulo,Janeiro,26
5745,2006,São Paulo,Janeiro,76
5746,2007,São Paulo,Janeiro,14
5747,2008,São Paulo,Janeiro,34
5748,2009,São Paulo,Janeiro,12
5749,2010,São Paulo,Janeiro,45
5750,2011,São Paulo,Janeiro,75
5751,2012,São Paulo,Janeiro,38
5752,2013,São Paulo,Janeiro,36
5753,2014,São Paulo,Janeiro,99
5754,2015,São Paulo,Janeiro,120
5755,2016,São Paulo,Janeiro,85
5756,2017,São Paulo,Janeiro,28
5757,1998,São Paulo,Fevereiro,0
5758,1999,São Paulo,Fevereiro,47
5759,2000,São Paulo,Fevereiro,25
5760,2001,São Paulo,Fevereiro,25
5761,2002,São Paulo,Fevereiro,19
5762,2003,São Paulo,Fevereiro,137
5763,2004,São Paulo,Fevereiro,41
5764,2005,São Paulo,Fevereiro,78
5765,2006,São Paulo,Fevereiro,59
5766,2007,São Paulo,Fevereiro,96
5767,2008,São Paulo,Fevereiro,30
5768,2009,São Paulo,Fevereiro,65
5769,2010,São Paulo,Fevereiro,152
5770,2011,São Paulo,Fevereiro,73
5771,2012,São Paulo,Fevereiro,81
5772,2013,São Paulo,Fevereiro,100
5773,2014,São Paulo,Fevereiro,112
5774,2015,São Paulo,Fevereiro,69
5775,2016,São Paulo,Fevereiro,188
5776,2017,São Paulo,Fevereiro,107
5777,1998,São Paulo,Março,0
5778,1999,São Paulo,Março,78
5779,2000,São Paulo,Março,26
5780,2001,São Paulo,Março,35
5781,2002,São Paulo,Março,111
5782,2003,São Paulo,Março,86
5783,2004,São Paulo,Março,73
5784,2005,São Paulo,Março,73
5785,2006,São Paulo,Março,106
5786,2007,São Paulo,Março,152
5787,2008,São Paulo,Março,72
5788,2009,São Paulo,Março,55
5789,2010,São Paulo,Março,111
5790,2011,São Paulo,Março,45
5791,2012,São Paulo,Março,99
5792,2013,São Paulo,Março,57
5793,2014,São Paulo,Março,75
5794,2015,São Paulo,Março,68
5795,2016,São Paulo,Março,82
5796,2017,São Paulo,Março,103
5797,1998,São Paulo,Abril,0
5798,1999,São Paulo,Abril,291
5799,2000,São Paulo,Abril,102
5800,2001,São Paulo,Abril,61
5801,2002,São Paulo,Abril,178
5802,2003,São Paulo,Abril,106
5803,2004,São Paulo,Abril,36
5804,2005,São Paulo,Abril,62
5805,2006,São Paulo,Abril,63
5806,2007,São Paulo,Abril,44
5807,2008,São Paulo,Abril,84
5808,2009,São Paulo,Abril,67
5809,2010,São Paulo,Abril,91
5810,2011,São Paulo,Abril,52
5811,2012,São Paulo,Abril,82
5812,2013,São Paulo,Abril,103
5813,2014,São Paulo,Abril,103
5814,2015,São Paulo,Abril,76
5815,2016,São Paulo,Abril,307
5816,2017,São Paulo,Abril,41
5817,1998,São Paulo,Maio,0
5818,1999,São Paulo,Maio,500
5819,2000,São Paulo,Maio,300
5820,2001,São Paulo,Maio,211
5821,2002,São Paulo,Maio,319
5822,2003,São Paulo,Maio,69
5823,2004,São Paulo,Maio,60
5824,2005,São Paulo,Maio,212
5825,2006,São Paulo,Maio,88
5826,2007,São Paulo,Maio,69
5827,2008,São Paulo,Maio,40
5828,2009,São Paulo,Maio,142
5829,2010,São Paulo,Maio,150
5830,2011,São Paulo,Maio,136
5831,2012,São Paulo,Maio,82
5832,2013,São Paulo,Maio,118
5833,2014,São Paulo,Maio,181
5834,2015,São Paulo,Maio,65
5835,2016,São Paulo,Maio,139
5836,2017,São Paulo,Maio,43
5837,1998,São Paulo,Junho,451
5838,1999,São Paulo,Junho,522
5839,2000,São Paulo,Junho,606
5840,2001,São Paulo,Junho,346
5841,2002,São Paulo,Junho,562
5842,2003,São Paulo,Junho,132
5843,2004,São Paulo,Junho,231
5844,2005,São Paulo,Junho,236
5845,2006,São Paulo,Junho,97
5846,2007,São Paulo,Junho,91
5847,2008,São Paulo,Junho,25
5848,2009,São Paulo,Junho,125
5849,2010,São Paulo,Junho,143
5850,2011,São Paulo,Junho,210
5851,2012,São Paulo,Junho,30
5852,2013,São Paulo,Junho,47
5853,2014,São Paulo,Junho,331
5854,2015,São Paulo,Junho,147
5855,2016,São Paulo,Junho,197
5856,2017,São Paulo,Junho,217
5857,1998,São Paulo,Julho,596
5858,1999,São Paulo,Julho,684
5859,2000,São Paulo,Julho,770
5860,2001,São Paulo,Julho,538
5861,2002,São Paulo,Julho,448
5862,2003,São Paulo,Julho,171
5863,2004,São Paulo,Julho,342
5864,2005,São Paulo,Julho,284
5865,2006,São Paulo,Julho,245
5866,2007,São Paulo,Julho,94
5867,2008,São Paulo,Julho,126
5868,2009,São Paulo,Julho,110
5869,2010,São Paulo,Julho,600
5870,2011,São Paulo,Julho,479
5871,2012,São Paulo,Julho,179
5872,2013,São Paulo,Julho,181
5873,2014,São Paulo,Julho,476
5874,2015,São Paulo,Julho,149
5875,2016,São Paulo,Julho,687
5876,2017,São Paulo,Julho,802
5877,1998,São Paulo,Agosto,581
5878,1999,São Paulo,Agosto,1.211
5879,2000,São Paulo,Agosto,915
5880,2001,São Paulo,Agosto,595
5881,2002,São Paulo,Agosto,719
5882,2003,São Paulo,Agosto,934
5883,2004,São Paulo,Agosto,794
5884,2005,São Paulo,Agosto,522
5885,2006,São Paulo,Agosto,572
5886,2007,São Paulo,Agosto,470
5887,2008,São Paulo,Agosto,153
5888,2009,São Paulo,Agosto,289
5889,2010,São Paulo,Agosto,1.809
5890,2011,São Paulo,Agosto,1.067
5891,2012,São Paulo,Agosto,435
5892,2013,São Paulo,Agosto,497
5893,2014,São Paulo,Agosto,1.458
5894,2015,São Paulo,Agosto,643
5895,2016,São Paulo,Agosto,797
5896,2017,São Paulo,Agosto,981
5897,1998,São Paulo,Setembro,525
5898,1999,São Paulo,Setembro,911
5899,2000,São Paulo,Setembro,582
5900,2001,São Paulo,Setembro,425
5901,2002,São Paulo,Setembro,302
5902,2003,São Paulo,Setembro,977
5903,2004,São Paulo,Setembro,809
5904,2005,São Paulo,Setembro,231
5905,2006,São Paulo,Setembro,694
5906,2007,São Paulo,Setembro,495
5907,2008,São Paulo,Setembro,486
5908,2009,São Paulo,Setembro,116
5909,2010,São Paulo,Setembro,1.677
5910,2011,São Paulo,Setembro,1.108
5911,2012,São Paulo,Setembro,813
5912,2013,São Paulo,Setembro,560
5913,2014,São Paulo,Setembro,882
5914,2015,São Paulo,Setembro,368
5915,2016,São Paulo,Setembro,490
5916,2017,São Paulo,Setembro,2.868
5917,1998,São Paulo,Outubro,434
5918,1999,São Paulo,Outubro,763
5919,2000,São Paulo,Outubro,647
5920,2001,São Paulo,Outubro,444
5921,2002,São Paulo,Outubro,733
5922,2003,São Paulo,Outubro,422
5923,2004,São Paulo,Outubro,195
5924,2005,São Paulo,Outubro,221
5925,2006,São Paulo,Outubro,153
5926,2007,São Paulo,Outubro,281
5927,2008,São Paulo,Outubro,87
5928,2009,São Paulo,Outubro,64
5929,2010,São Paulo,Outubro,260
5930,2011,São Paulo,Outubro,188
5931,2012,São Paulo,Outubro,206
5932,2013,São Paulo,Outubro,127
5933,2014,São Paulo,Outubro,887
5934,2015,São Paulo,Outubro,213
5935,2016,São Paulo,Outubro,177
5936,2017,São Paulo,Outubro,179
5937,1998,São Paulo,Novembro,488
5938,1999,São Paulo,Novembro,398
5939,2000,São Paulo,Novembro,96
5940,2001,São Paulo,Novembro,168
5941,2002,São Paulo,Novembro,72
5942,2003,São Paulo,Novembro,155
5943,2004,São Paulo,Novembro,144
5944,2005,São Paulo,Novembro,163
5945,2006,São Paulo,Novembro,43
5946,2007,São Paulo,Novembro,50
5947,2008,São Paulo,Novembro,20
5948,2009,São Paulo,Novembro,83
5949,2010,São Paulo,Novembro,104
5950,2011,São Paulo,Novembro,87
5951,2012,São Paulo,Novembro,50
5952,2013,São Paulo,Novembro,120
5953,2014,São Paulo,Novembro,56
5954,2015,São Paulo,Novembro,21
5955,2016,São Paulo,Novembro,39
5956,2017,São Paulo,Novembro,37
5957,1998,São Paulo,Dezembro,121
5958,1999,São Paulo,Dezembro,47
5959,2000,São Paulo,Dezembro,23
5960,2001,São Paulo,Dezembro,52
5961,2002,São Paulo,Dezembro,57
5962,2003,São Paulo,Dezembro,58
5963,2004,São Paulo,Dezembro,102
5964,2005,São Paulo,Dezembro,15
5965,2006,São Paulo,Dezembro,13
5966,2007,São Paulo,Dezembro,21
5967,2008,São Paulo,Dezembro,36
5968,2009,São Paulo,Dezembro,37
5969,2010,São Paulo,Dezembro,52
5970,2011,São Paulo,Dezembro,53
5971,2012,São Paulo,Dezembro,64
5972,2013,São Paulo,Dezembro,109
5973,2014,São Paulo,Dezembro,57
5974,2015,São Paulo,Dezembro,45
5975,2016,São Paulo,Dezembro,47
5976,1998,Sergipe,Janeiro,0
5977,1999,Sergipe,Janeiro,36
5978,2000,Sergipe,Janeiro,1
5979,2001,Sergipe,Janeiro,2
5980,2002,Sergipe,Janeiro,1
5981,2003,Sergipe,Janeiro,198
5982,2004,Sergipe,Janeiro,16
5983,2005,Sergipe,Janeiro,80
5984,2006,Sergipe,Janeiro,36
5985,2007,Sergipe,Janeiro,56
5986,2008,Sergipe,Janeiro,100
5987,2009,Sergipe,Janeiro,60
5988,2010,Sergipe,Janeiro,29
5989,2011,Sergipe,Janeiro,36
5990,2012,Sergipe,Janeiro,39
5991,2013,Sergipe,Janeiro,34
5992,2014,Sergipe,Janeiro,20
5993,2015,Sergipe,Janeiro,44
5994,2016,Sergipe,Janeiro,9
5995,2017,Sergipe,Janeiro,31
5996,1998,Sergipe,Fevereiro,0
5997,1999,Sergipe,Fevereiro,25
5998,2000,Sergipe,Fevereiro,6
5999,2001,Sergipe,Fevereiro,2
6000,2002,Sergipe,Fevereiro,6
6001,2003,Sergipe,Fevereiro,50
6002,2004,Sergipe,Fevereiro,10
6003,2005,Sergipe,Fevereiro,19
6004,2006,Sergipe,Fevereiro,36
6005,2007,Sergipe,Fevereiro,22
6006,2008,Sergipe,Fevereiro,67
6007,2009,Sergipe,Fevereiro,64
6008,2010,Sergipe,Fevereiro,33
6009,2011,Sergipe,Fevereiro,31
6010,2012,Sergipe,Fevereiro,34
6011,2013,Sergipe,Fevereiro,47
6012,2014,Sergipe,Fevereiro,18
6013,2015,Sergipe,Fevereiro,40
6014,2016,Sergipe,Fevereiro,22
6015,2017,Sergipe,Fevereiro,18
6016,1998,Sergipe,Março,0
6017,1999,Sergipe,Março,18
6018,2000,Sergipe,Março,6
6019,2001,Sergipe,Março,1
6020,2002,Sergipe,Março,7
6021,2003,Sergipe,Março,62
6022,2004,Sergipe,Março,36
6023,2005,Sergipe,Março,28
6024,2006,Sergipe,Março,41
6025,2007,Sergipe,Março,2
6026,2008,Sergipe,Março,43
6027,2009,Sergipe,Março,29
6028,2010,Sergipe,Março,44
6029,2011,Sergipe,Março,47
6030,2012,Sergipe,Março,71
6031,2013,Sergipe,Março,67
6032,2014,Sergipe,Março,33
6033,2015,Sergipe,Março,49
6034,2016,Sergipe,Março,26
6035,2017,Sergipe,Março,16
6036,1998,Sergipe,Abril,0
6037,1999,Sergipe,Abril,6
6038,2000,Sergipe,Abril,1
6039,2001,Sergipe,Abril,0
6040,2002,Sergipe,Abril,12
6041,2003,Sergipe,Abril,48
6042,2004,Sergipe,Abril,13
6043,2005,Sergipe,Abril,8
6044,2006,Sergipe,Abril,9
6045,2007,Sergipe,Abril,1
6046,2008,Sergipe,Abril,2
6047,2009,Sergipe,Abril,19
6048,2010,Sergipe,Abril,1
6049,2011,Sergipe,Abril,12
6050,2012,Sergipe,Abril,40
6051,2013,Sergipe,Abril,15
6052,2014,Sergipe,Abril,7
6053,2015,Sergipe,Abril,35
6054,2016,Sergipe,Abril,14
6055,2017,Sergipe,Abril,8
6056,1998,Sergipe,Maio,0
6057,1999,Sergipe,Maio,0
6058,2000,Sergipe,Maio,0
6059,2001,Sergipe,Maio,3
6060,2002,Sergipe,Maio,0
6061,2003,Sergipe,Maio,2
6062,2004,Sergipe,Maio,5
6063,2005,Sergipe,Maio,0
6064,2006,Sergipe,Maio,0
6065,2007,Sergipe,Maio,0
6066,2008,Sergipe,Maio,0
6067,2009,Sergipe,Maio,0
6068,2010,Sergipe,Maio,0
6069,2011,Sergipe,Maio,0
6070,2012,Sergipe,Maio,17
6071,2013,Sergipe,Maio,1
6072,2014,Sergipe,Maio,1
6073,2015,Sergipe,Maio,11
6074,2016,Sergipe,Maio,9
6075,2017,Sergipe,Maio,1
6076,1998,Sergipe,Junho,0
6077,1999,Sergipe,Junho,0
6078,2000,Sergipe,Junho,0
6079,2001,Sergipe,Junho,0
6080,2002,Sergipe,Junho,0
6081,2003,Sergipe,Junho,0
6082,2004,Sergipe,Junho,0
6083,2005,Sergipe,Junho,0
6084,2006,Sergipe,Junho,0
6085,2007,Sergipe,Junho,0
6086,2008,Sergipe,Junho,0
6087,2009,Sergipe,Junho,2
6088,2010,Sergipe,Junho,0
6089,2011,Sergipe,Junho,1
6090,2012,Sergipe,Junho,3
6091,2013,Sergipe,Junho,1
6092,2014,Sergipe,Junho,0
6093,2015,Sergipe,Junho,3
6094,2016,Sergipe,Junho,1
6095,2017,Sergipe,Junho,0
6096,1998,Sergipe,Julho,0
6097,1999,Sergipe,Julho,0
6098,2000,Sergipe,Julho,0
6099,2001,Sergipe,Julho,0
6100,2002,Sergipe,Julho,0
6101,2003,Sergipe,Julho,0
6102,2004,Sergipe,Julho,0
6103,2005,Sergipe,Julho,0
6104,2006,Sergipe,Julho,0
6105,2007,Sergipe,Julho,0
6106,2008,Sergipe,Julho,0
6107,2009,Sergipe,Julho,0
6108,2010,Sergipe,Julho,0
6109,2011,Sergipe,Julho,0
6110,2012,Sergipe,Julho,1
6111,2013,Sergipe,Julho,0
6112,2014,Sergipe,Julho,0
6113,2015,Sergipe,Julho,0
6114,2016,Sergipe,Julho,0
6115,2017,Sergipe,Julho,0
6116,1998,Sergipe,Agosto,0
6117,1999,Sergipe,Agosto,0
6118,2000,Sergipe,Agosto,0
6119,2001,Sergipe,Agosto,0
6120,2002,Sergipe,Agosto,2
6121,2003,Sergipe,Agosto,0
6122,2004,Sergipe,Agosto,0
6123,2005,Sergipe,Agosto,0
6124,2006,Sergipe,Agosto,0
6125,2007,Sergipe,Agosto,0
6126,2008,Sergipe,Agosto,0
6127,2009,Sergipe,Agosto,0
6128,2010,Sergipe,Agosto,0
6129,2011,Sergipe,Agosto,1
6130,2012,Sergipe,Agosto,0
6131,2013,Sergipe,Agosto,0
6132,2014,Sergipe,Agosto,0
6133,2015,Sergipe,Agosto,0
6134,2016,Sergipe,Agosto,6
6135,2017,Sergipe,Agosto,0
6136,1998,Sergipe,Setembro,0
6137,1999,Sergipe,Setembro,0
6138,2000,Sergipe,Setembro,0
6139,2001,Sergipe,Setembro,1
6140,2002,Sergipe,Setembro,0
6141,2003,Sergipe,Setembro,3
6142,2004,Sergipe,Setembro,0
6143,2005,Sergipe,Setembro,2
6144,2006,Sergipe,Setembro,0
6145,2007,Sergipe,Setembro,0
6146,2008,Sergipe,Setembro,0
6147,2009,Sergipe,Setembro,1
6148,2010,Sergipe,Setembro,0
6149,2011,Sergipe,Setembro,0
6150,2012,Sergipe,Setembro,1
6151,2013,Sergipe,Setembro,1
6152,2014,Sergipe,Setembro,4
6153,2015,Sergipe,Setembro,1
6154,2016,Sergipe,Setembro,2
6155,2017,Sergipe,Setembro,0
6156,1998,Sergipe,Outubro,0
6157,1999,Sergipe,Outubro,0
6158,2000,Sergipe,Outubro,3
6159,2001,Sergipe,Outubro,5
6160,2002,Sergipe,Outubro,20
6161,2003,Sergipe,Outubro,2
6162,2004,Sergipe,Outubro,3
6163,2005,Sergipe,Outubro,11
6164,2006,Sergipe,Outubro,3
6165,2007,Sergipe,Outubro,3
6166,2008,Sergipe,Outubro,0
6167,2009,Sergipe,Outubro,1
6168,2010,Sergipe,Outubro,1
6169,2011,Sergipe,Outubro,5
6170,2012,Sergipe,Outubro,1
6171,2013,Sergipe,Outubro,3
6172,2014,Sergipe,Outubro,3
6173,2015,Sergipe,Outubro,6
6174,2016,Sergipe,Outubro,10
6175,2017,Sergipe,Outubro,0
6176,1998,Sergipe,Novembro,12
6177,1999,Sergipe,Novembro,3
6178,2000,Sergipe,Novembro,0
6179,2001,Sergipe,Novembro,5
6180,2002,Sergipe,Novembro,57
6181,2003,Sergipe,Novembro,2
6182,2004,Sergipe,Novembro,41
6183,2005,Sergipe,Novembro,23
6184,2006,Sergipe,Novembro,5
6185,2007,Sergipe,Novembro,7
6186,2008,Sergipe,Novembro,17
6187,2009,Sergipe,Novembro,9
6188,2010,Sergipe,Novembro,16
6189,2011,Sergipe,Novembro,4
6190,2012,Sergipe,Novembro,6
6191,2013,Sergipe,Novembro,7
6192,2014,Sergipe,Novembro,9
6193,2015,Sergipe,Novembro,47
6194,2016,Sergipe,Novembro,17
6195,2017,Sergipe,Novembro,1
6196,1998,Sergipe,Dezembro,8
6197,1999,Sergipe,Dezembro,5
6198,2000,Sergipe,Dezembro,0
6199,2001,Sergipe,Dezembro,5
6200,2002,Sergipe,Dezembro,103
6201,2003,Sergipe,Dezembro,36
6202,2004,Sergipe,Dezembro,66
6203,2005,Sergipe,Dezembro,29
6204,2006,Sergipe,Dezembro,17
6205,2007,Sergipe,Dezembro,33
6206,2008,Sergipe,Dezembro,14
6207,2009,Sergipe,Dezembro,21
6208,2010,Sergipe,Dezembro,19
6209,2011,Sergipe,Dezembro,36
6210,2012,Sergipe,Dezembro,18
6211,2013,Sergipe,Dezembro,9
6212,2014,Sergipe,Dezembro,9
6213,2015,Sergipe,Dezembro,63
6214,2016,Sergipe,Dezembro,36
6215,1998,Tocantins,Janeiro,0
6216,1999,Tocantins,Janeiro,36
6217,2000,Tocantins,Janeiro,15
6218,2001,Tocantins,Janeiro,19
6219,2002,Tocantins,Janeiro,35
6220,2003,Tocantins,Janeiro,35
6221,2004,Tocantins,Janeiro,40
6222,2005,Tocantins,Janeiro,66
6223,2006,Tocantins,Janeiro,91
6224,2007,Tocantins,Janeiro,34
6225,2008,Tocantins,Janeiro,28
6226,2009,Tocantins,Janeiro,43
6227,2010,Tocantins,Janeiro,79
6228,2011,Tocantins,Janeiro,14
6229,2012,Tocantins,Janeiro,12
6230,2013,Tocantins,Janeiro,50
6231,2014,Tocantins,Janeiro,89
6232,2015,Tocantins,Janeiro,186
6233,2016,Tocantins,Janeiro,42
6234,2017,Tocantins,Janeiro,61
6235,1998,Tocantins,Fevereiro,0
6236,1999,Tocantins,Fevereiro,1
6237,2000,Tocantins,Fevereiro,6
6238,2001,Tocantins,Fevereiro,6
6239,2002,Tocantins,Fevereiro,48
6240,2003,Tocantins,Fevereiro,15
6241,2004,Tocantins,Fevereiro,7
6242,2005,Tocantins,Fevereiro,27
6243,2006,Tocantins,Fevereiro,14
6244,2007,Tocantins,Fevereiro,8
6245,2008,Tocantins,Fevereiro,6
6246,2009,Tocantins,Fevereiro,21
6247,2010,Tocantins,Fevereiro,32
6248,2011,Tocantins,Fevereiro,13
6249,2012,Tocantins,Fevereiro,45
6250,2013,Tocantins,Fevereiro,37
6251,2014,Tocantins,Fevereiro,73
6252,2015,Tocantins,Fevereiro,65
6253,2016,Tocantins,Fevereiro,383
6254,2017,Tocantins,Fevereiro,25
6255,1998,Tocantins,Março,0
6256,1999,Tocantins,Março,1
6257,2000,Tocantins,Março,4
6258,2001,Tocantins,Março,0
6259,2002,Tocantins,Março,33
6260,2003,Tocantins,Março,19
6261,2004,Tocantins,Março,23
6262,2005,Tocantins,Março,13
6263,2006,Tocantins,Março,11
6264,2007,Tocantins,Março,99
6265,2008,Tocantins,Março,4
6266,2009,Tocantins,Março,23
6267,2010,Tocantins,Março,120
6268,2011,Tocantins,Março,16
6269,2012,Tocantins,Março,80
6270,2013,Tocantins,Março,60
6271,2014,Tocantins,Março,58
6272,2015,Tocantins,Março,85
6273,2016,Tocantins,Março,165
6274,2017,Tocantins,Março,98
6275,1998,Tocantins,Abril,0
6276,1999,Tocantins,Abril,9
6277,2000,Tocantins,Abril,0
6278,2001,Tocantins,Abril,19
6279,2002,Tocantins,Abril,37
6280,2003,Tocantins,Abril,64
6281,2004,Tocantins,Abril,52
6282,2005,Tocantins,Abril,52
6283,2006,Tocantins,Abril,4
6284,2007,Tocantins,Abril,22
6285,2008,Tocantins,Abril,46
6286,2009,Tocantins,Abril,5
6287,2010,Tocantins,Abril,419
6288,2011,Tocantins,Abril,106
6289,2012,Tocantins,Abril,226
6290,2013,Tocantins,Abril,130
6291,2014,Tocantins,Abril,187
6292,2015,Tocantins,Abril,88
6293,2016,Tocantins,Abril,369
6294,2017,Tocantins,Abril,164
6295,1998,Tocantins,Maio,0
6296,1999,Tocantins,Maio,24
6297,2000,Tocantins,Maio,69
6298,2001,Tocantins,Maio,48
6299,2002,Tocantins,Maio,138
6300,2003,Tocantins,Maio,96
6301,2004,Tocantins,Maio,350
6302,2005,Tocantins,Maio,236
6303,2006,Tocantins,Maio,35
6304,2007,Tocantins,Maio,250
6305,2008,Tocantins,Maio,81
6306,2009,Tocantins,Maio,91
6307,2010,Tocantins,Maio,580
6308,2011,Tocantins,Maio,354
6309,2012,Tocantins,Maio,467
6310,2013,Tocantins,Maio,373
6311,2014,Tocantins,Maio,618
6312,2015,Tocantins,Maio,512
6313,2016,Tocantins,Maio,778
6314,2017,Tocantins,Maio,576
6315,1998,Tocantins,Junho,252
6316,1999,Tocantins,Junho,113
6317,2000,Tocantins,Junho,278
6318,2001,Tocantins,Junho,305
6319,2002,Tocantins,Junho,396
6320,2003,Tocantins,Junho,329
6321,2004,Tocantins,Junho,1.079
6322,2005,Tocantins,Junho,669
6323,2006,Tocantins,Junho,289
6324,2007,Tocantins,Junho,591
6325,2008,Tocantins,Junho,282
6326,2009,Tocantins,Junho,421
6327,2010,Tocantins,Junho,767
6328,2011,Tocantins,Junho,717
6329,2012,Tocantins,Junho,922
6330,2013,Tocantins,Junho,873
6331,2014,Tocantins,Junho,1.372
6332,2015,Tocantins,Junho,1.15
6333,2016,Tocantins,Junho,1.148
6334,2017,Tocantins,Junho,1.32
6335,1998,Tocantins,Julho,640
6336,1999,Tocantins,Julho,373
6337,2000,Tocantins,Julho,500
6338,2001,Tocantins,Julho,830
6339,2002,Tocantins,Julho,976
6340,2003,Tocantins,Julho,762
6341,2004,Tocantins,Julho,1.389
6342,2005,Tocantins,Julho,1.082
6343,2006,Tocantins,Julho,430
6344,2007,Tocantins,Julho,982
6345,2008,Tocantins,Julho,441
6346,2009,Tocantins,Julho,989
6347,2010,Tocantins,Julho,2.408
6348,2011,Tocantins,Julho,1.001
6349,2012,Tocantins,Julho,1.693
6350,2013,Tocantins,Julho,1.393
6351,2014,Tocantins,Julho,1.404
6352,2015,Tocantins,Julho,1.217
6353,2016,Tocantins,Julho,2.737
6354,2017,Tocantins,Julho,2.397
6355,1998,Tocantins,Agosto,3.747
6356,1999,Tocantins,Agosto,1.284
6357,2000,Tocantins,Agosto,1.949
6358,2001,Tocantins,Agosto,2.242
6359,2002,Tocantins,Agosto,3.027
6360,2003,Tocantins,Agosto,1.339
6361,2004,Tocantins,Agosto,1.776
6362,2005,Tocantins,Agosto,1.84
6363,2006,Tocantins,Agosto,1.277
6364,2007,Tocantins,Agosto,4.747
6365,2008,Tocantins,Agosto,845
6366,2009,Tocantins,Agosto,1.124
6367,2010,Tocantins,Agosto,7.865
6368,2011,Tocantins,Agosto,1.668
6369,2012,Tocantins,Agosto,4.28
6370,2013,Tocantins,Agosto,1.81
6371,2014,Tocantins,Agosto,2.917
6372,2015,Tocantins,Agosto,2.54
6373,2016,Tocantins,Agosto,3.213
6374,2017,Tocantins,Agosto,3.536
6375,1998,Tocantins,Setembro,5.149
6376,1999,Tocantins,Setembro,3.415
6377,2000,Tocantins,Setembro,2.552
6378,2001,Tocantins,Setembro,4.839
6379,2002,Tocantins,Setembro,5.314
6380,2003,Tocantins,Setembro,4.637
6381,2004,Tocantins,Setembro,5.308
6382,2005,Tocantins,Setembro,5.319
6383,2006,Tocantins,Setembro,2.979
